SH	It must be bought.”
SH	“As low as you can,” he answered; “I have excellent ears.
SH	This assistant of yours who first called your attention to the advertisement—how long had he been with you?”  “About a month then.”
SH	“He must guard himself, for he may find that there is someone more cunning than himself upon his track.
SH	I think that if anyone could have drawn him into the right path it would have been she, and that his marriage might have changed his whole life; but now, alas!
SH	“She walked into the breakfast-room.”
SH	“He investigated the case with great care, for [NAME] [NAME]’s conduct had long been notorious in the county, but he was unable to find any satisfactory cause of death.
SH	The driver looked twice at such a shabby fare, but I jumped in before he could object.
SH	He drew out a lens and lay down upon his waterproof to have a better view, talking all the time rather to himself than to us.
SH	[NAME] sat up in his chair in considerable excitement.
SH	She pulled a little handkerchief out of her muff and began to sob heavily into it.
SH	He had remained with [NAME] some little time, but had finally been called away.
SH	“And from a noble client?”  “One of the highest in [NAME].”
SH	Sit down and let us talk it over.”
SH	“I am to be neutral?”
SH	“‘Yes, [NAME].’  “‘And what salary do you ask?’
SH	I answered that it had ceased to be a private matter, but had become a public one, since the ruined coronet was national property.
SH	“You did, [NAME], but none the less you must come round to my view, for otherwise I shall keep on piling fact upon fact on you until your reason breaks down under them and acknowledges me to be right.
SH	“I have had diabetes for years.
SH	“This is a map of the [NAME] of [NAME],” he said.
SH	“‘Oh, yes,’ said he, turning to me, ‘we are very much obliged to you, [NAME] [NAME], for falling in with our whims so far as to cut your hair.
SH	“You must know that my grandfather had two sons—my uncle [NAME] and my father [NAME].
SH	“Oh, a trusty comrade is always of use; and a chronicler still more so.
SH	“The first was from [NAME], the second from [NAME], and the third from [NAME].”
SH	Here’s half a crown.
SH	On following him they found the dead body stretched out upon the grass beside the pool.
SH	“Oh, yes, [NAME]; I have only just left him.”
SH	I’ll swear it on a [NAME].
SH	“Are you, indeed, now?” cried [NAME] with some bitterness.
SH	Beside the couch was a wooden chair, and on the angle of the back hung a very seedy and disreputable hard-felt hat, much the worse for wear, and cracked in several places.
SH	“Let you have five hundred to-morrow morning.”
SH	“I did not know.
SH	“And you think that they brought you back all that way when you were unconscious?”
SH	she cried, “he has followed me, then.”
SH	“That’s it!”
SH	“The [NAME]: I am afraid that I must press it.
SH	Do you tell me that all this happened within a few yards of your bed and that you heard nothing of it?”
SH	There were no carpets and no signs of any furniture above the ground floor, while the plaster was peeling off the walls, and the damp was breaking through in green, unhealthy blotches.
SH	“Yes, sir.”
SH	I had returned to civil practice and had finally abandoned [NAME] in his [NAME] [NAME] rooms, although I continually visited him and occasionally even persuaded him to forgo his Bohemian habits so far as to come and visit us.
SH	I don’t know quite what to do, and I should value your advice.
SH	But between ourselves, [NAME], it was as cruel and selfish and heartless a trick in a petty way as ever came before me.
SH	His expression, his manner, his very soul seemed to vary with every fresh part that he assumed.
SH	It is well thought of!”
SH	“But pray tell me, before we go farther, who it is that I have the pleasure of assisting.”
SH	As to [NAME], I observed that he sat frequently for half an hour on end, with knitted brows and an abstracted air, but he swept the matter away with a wave of his hand when I mentioned it.
SH	There’s never very much to do of a morning.”
SH	An inspection of his chair showed me that he had been in the habit of standing on it, which of course would be necessary in order that he should reach the ventilator.
SH	“They may rest here on the hook and will be dry presently.
SH	“It is a swamp adder!”
SH	But how to get to him in safety?
SH	Her lips, too, were bloodless, but her eyes were flushed with crying.
SH	We had pulled up in front of a large villa which stood within its own grounds.
SH	I think, [NAME], that if we drive to [NAME] [NAME] we shall just be in time for breakfast.”
SH	Accustomed as I was to my friend’s amazing powers in the use of disguises, I had to look three times before I was certain that it was indeed he.
SH	She had a considerable sum of money—not less than [NAME] 1000 a year—and this she bequeathed to [NAME] [NAME] entirely while we resided with him, with a provision that a certain annual sum should be allowed to each of us in the event of our marriage.
SH	Stay where you are.
SH	So now we must set ourselves very seriously to finding this gentleman and ascertaining what part he has played in this little mystery.
SH	“What do you imagine that it means?”
SH	His boots, his socks, his hat, and his watch—all were there.
SH	“It appears that his arrest did not take place at once, but after the return to [NAME] [NAME].
SH	And, first, one or two questions, [NAME] [NAME].
SH	It was a few weeks before my own marriage, during the days when I was still sharing rooms with [NAME] in [NAME] [NAME], that he came home from an afternoon stroll to find a letter on the table waiting for him.
SH	“And one who was at home in the district, for the pool can only be approached by the farm or by the estate, where strangers could hardly wander.”
SH	“We could see the other side of the road and the [NAME].”
SH	“How on earth—”  “My dear fellow, I know you well.
SH	Give him an arm back into his chair, [NAME].
SH	“But it has twice been burgled.”
SH	“That is very fortunate, as I have one or two matters of importance to look into just at present.
SH	Kill it and take it with you.’
SH	“Fancy his having the insolence to confound me with the official detective force!
SH	I tell you that he is a clever and dangerous man.
SH	“I tell you that it is [NAME], man.
SH	“‘I would go,’ said she, trying hard, as it seemed to me, to speak calmly; ‘I would go.
SH	“On the contrary, [NAME], you can see everything.
SH	Some, however, have already gained publicity through the papers, and others have not offered a field for those peculiar qualities which my friend possessed in so high a degree, and which it is the object of these papers to illustrate.
SH	“What can you not understand?”
SH	I found that I had my man, so I came home and changed my clothes.
SH	[NAME] suddenly bent his strength upon it, but without result.
SH	He was plainly but neatly dressed, and his age, I should judge, would be nearer forty than thirty.
SH	It was instantly opened by a bright-looking, clean-shaven young fellow, who asked him to step in.
SH	Filled with the most maddening doubts and fears, she rushed down the lane and, by rare good-fortune, met in [NAME] [NAME] a number of constables with an inspector, all on their way to their beat.
SH	[NAME] shrugged his shoulders.
SH	It is evidently trying to your nerves.”
SH	“That was it, sir.”
SH	Within there was a small corridor, which ended in a very massive iron gate.
SH	It is just as well that we should do business with the male relatives.
SH	They were all three standing in a knot in front of the altar.
SH	Perhaps the villain was softened by the woman’s entreaties.”
SH	I rang the bell and called for the weekly county paper, which contained a verbatim account of the inquest.
SH	[NAME] [NAME], whose graceful figure and striking face attracted much attention at the [NAME] [NAME] festivities, is an only child, and it is currently reported that her dowry will run to considerably over the six figures, with expectancies for the future.
SH	“I beg that you will not touch me with your filthy hands,” remarked our prisoner as the handcuffs clattered upon his wrists.
SH	“It was naturally my intention that he should succeed me in my business, but he was not of a business turn.
SH	Each daughter can claim an income of [NAME] 250, in case of marriage.
SH	What a shrimp it is, to be sure!”
SH	But I shall come back in the evening at the hour you have mentioned, for I should like to see the solution of so tangled a business.”
SH	“Ah, yes,” he cried, “here’s the end of a long light ladder against the eaves.
SH	I took the paper from him and read as follows:  “TO THE [NAME]-[NAME] LEAGUE:
SH	“But it is impossible,” said [NAME] [NAME]; “the ladder was not there when the [NAME] went away.”
SH	It was indeed a gigantic one, and capable of exercising enormous pressure.
SH	He was urging his son to marry my daughter with as little regard for what she might think as if she were a slut from off the streets.
SH	Her light grey eyes wandered continually from one to the other, noting every little want and forestalling it if possible.
SH	Nothing to complain of.
SH	And you have no doubt that it is your husband’s hand, madam?”  “None.
SH	“The circumstances are of great delicacy, and every precaution has to be taken to quench what might grow to be an immense scandal and seriously compromise one of the reigning families of [NAME].
SH	His broad black hat, his baggy trousers, his white tie, his sympathetic smile, and general look of peering and benevolent curiosity were such as [NAME] [NAME] [NAME] alone could have equalled.
SH	[NAME] [NAME] and I had no difficulty in engaging a bedroom and sitting-room at the [NAME] [NAME].
SH	They had driven him home a dozen times from [NAME]-mews, and knew all about him.
SH	“How could they have decoyed him down there?
SH	“His conduct was certainly not very gracious.”
SH	Though clear of mind and fairly strong of limb, I knew that my own fate was sealed.
SH	You will find me at the [NAME] under the name of the [NAME] [NAME] [NAME].”
SH	“There can be no question as to their nature,” he answered.
SH	Now from this double point our research must commence, and we will begin it by presuming that what the lad says is absolutely true.”
SH	When I had listened to all they had to tell, I began to walk up and down near [NAME] [NAME] once more, and to think over my plan of campaign.
SH	His appearance, you see, is so remarkable that no one can pass him without observing him.
SH	Then here are the father’s feet as he paced up and down.
SH	I would take my goose now, and in it I would carry my stone to [NAME].
SH	This man has written the name, and there has then been a pause before he wrote the address, which can only mean that he was not familiar with it.
SH	I determined to wait until I got back to town before telling my story to the police.
SH	In a hundred other ways he has helped him.
SH	It was not a photograph but an ivory miniature, and the artist had brought out the full effect of the lustrous black hair, the large dark eyes, and the exquisite mouth.
SH	‘Here are the very letters.
SH	“That is it on the dressing-table.”
SH	“I have spent the whole day,” said he, “over [NAME]’s registers and files of the old papers, following the future career of every vessel which touched at [NAME] in [NAME] and [NAME] in ’83.
SH	If his purpose were innocent, why did he not say so?”  “Precisely.
SH	“None save my partner with his family and an occasional friend of [NAME]’s.
SH	Obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it.
SH	My friend was an enthusiastic musician, being himself not only a very capable performer but a composer of no ordinary merit.
SH	“But you were on a friendly footing?”
SH	“‘You shall leave it in the hands of the police!’
SH	“I cannot imagine.
SH	I would send you a wire.
SH	Still, of course, one can’t refuse a lady, and such a very positive one, too.
SH	“I will tell you it just as it happened, sir,” said he.
SH	It is very unlike his usual writing, and yet I know it well.”
SH	“In [NAME]’s name, what for?”
SH	Twice my boy has asked her to marry him, for he loves her devotedly, but each time she has refused him.
SH	She has the face of the most beautiful of women, and the mind of the most resolute of men.
SH	The small matter in which I endeavoured to help the [NAME] of [NAME], the singular experience of [NAME] [NAME] [NAME], the problem connected with the man with the twisted lip, and the incident of the noble bachelor, were all matters which are outside the pale of the law.
SH	“So much for the Lascar manager.
SH	I was just balancing whether I should run for it, or whether I should perch behind her landau when a cab came through the street.
SH	“He said that you could solve anything.”
SH	It must be in her own house.”
SH	“And how did he make his money?”
SH	I thought of my fifty-guinea fee, of my wearisome journey, and of the unpleasant night which seemed to be before me.
SH	“‘If you please, [NAME] [NAME].’  “‘Well, really, it seems rather useless, since you refuse the most excellent offers in this fashion,’ said she sharply.
SH	It is perhaps as well that the facts should now come to light, for I have reasons to know that there are widespread rumours as to the death of [NAME] [NAME] [NAME] which tend to make the matter even more terrible than the truth.
SH	We got off, paid our fare, and the trap rattled back on its way to [NAME].
SH	“You see it, [NAME]?” he yelled.
SH	You quite follow me?”  “Entirely.”
SH	There was the end of this tangled clue.
SH	I was keenly on my guard against him.
SH	I have known something of him before.”
SH	About nine o’clock the light among the trees was extinguished, and all was dark in the direction of the [NAME] [NAME].
SH	“Terrible!
SH	I only wonder I didn’t fall down and do a faint right there before the altar.”
SH	“I have a cab outside.”
SH	There’s two of us, me and my son, and you can have the keeping of us.
SH	The rest is of the greyish colour, which shows that blotting-paper has been used.
SH	“I would give my fortune to have them back.”
SH	Under these circumstances the young man was instantly arrested, and a verdict of ‘wilful murder’ having been returned at the inquest on [NAME], he was on [NAME] brought before the magistrates at [NAME], who have referred the case to the next Assizes.
SH	“That is not always so easy.”
SH	If he is violent, we shall take you away to your aunt’s at [NAME].
SH	My wife was on a visit to her mother’s, and for a few days I was a dweller once more in my old quarters at [NAME] [NAME].
SH	We were as good as our word, for it was just seven when we reached the [NAME] [NAME], having put up our trap at a wayside public-house.
SH	“‘Oh, merely a couple of hundred a year, but the work is slight, and it need not interfere very much with one’s other occupations.’
SH	These pretended journeys to [NAME] were rather cumbrous.
SH	There he is, all safe and sound.
SH	With trembling hands I undid my trunk, turned out the contents, and drew from the bottom my own hair.
SH	“[NAME],” said he.
SH	There was a group of shabbily dressed men smoking and laughing in a corner, a scissors-grinder with his wheel, two guardsmen who were flirting with a nurse-girl, and several well-dressed young men who were lounging up and down with cigars in their mouths.
SH	Then he sealed it and addressed it to “[NAME] [NAME] [NAME], [NAME] _
SH	“You will excuse my troubling you, I am sure,” said she, as my companion rose to greet her, “but I have had a very strange experience, and as I have no parents or relations of any sort from whom I could ask advice, I thought that perhaps you would be kind enough to tell me what I should do.”
SH	“When you see a man with whiskers of that cut and the ‘Pink ’un’ protruding out of his pocket, you can always draw him by a bet,” said he.
SH	“‘The sundial in the garden.
SH	It is your commonplace, featureless crimes which are really puzzling, just as a commonplace face is the most difficult to identify.
SH	Had he appeared surprised at his own arrest, or feigned indignation at it, I should have looked upon it as highly suspicious, because such surprise or anger would not be natural under the circumstances, and yet might appear to be the best policy to a scheming man.
SH	I am a widower and have an only son, [NAME].
SH	voice—“have you never heard of the [NAME] [NAME] [NAME]?”
SH	What can you gather yourself as to the individuality of the man who has worn this article?”
SH	I believe that it was an excuse to move me from my room.”
SH	Among my headings under this one twelve months I find an account of the adventure of the [NAME] [NAME], of the [NAME] [NAME] [NAME], who held a luxurious club in the lower vault of a furniture warehouse, of the facts connected with the loss of the British barque _
SH	As regards your hair, it is no doubt a pity,  especially as I could not help remarking its beauty during our  short interview, but I am afraid that I must remain firm upon this  point, and I only hope that the increased salary may recompense you  for the loss.
SH	“When my father took over the [NAME] property, he, at my request, made a careful examination of the attic, which had been always locked up.
SH	You have come in by train this morning, I see.”
SH	He was young, not more than five-and-twenty, I should say, with a strong, masculine face; but he was exceedingly pale and gave me the impression of a man who was suffering from some strong agitation, which it took all his strength of mind to control.
SH	It brings me twopence a sheet, and I can often do from fifteen to twenty sheets in a day.”
SH	It seems absurdly simple, and yet, somehow I can get nothing to go upon.
SH	That is why I was so out of breath, for I am a man who takes very little exercise.
SH	It could only be a small one, or it would have been remarked upon at the coroner’s inquiry.
SH	There is nothing more to be said or to be done to-night, so hand me over my violin and let us try to forget for half an hour the miserable weather and the still more miserable ways of our fellow men.”
SH	What can this be?’
SH	There is no reason, therefore, to think that money troubles have been weighing upon his mind.
SH	You are not averse to this trip, [NAME]?”
SH	“Her father is very rich?”
SH	“‘What, the red-headed man?’  “‘Yes.’
SH	But how—”  “Was there a secret marriage?”
SH	“A pair, by the sound,” said he.
SH	The last squire dragged out his existence there, living the horrible life of an aristocratic pauper; but his only son, my stepfather, seeing that he must adapt himself to the new conditions, obtained an advance from a relative, which enabled him to take a medical degree and went out to [NAME], where, by his professional skill and his force of character, he established a large practice.
SH	By it he laid the box of matches and the stump of a candle.
SH	“I am much mistaken if we do not hear from her before many days are past.”
SH	“This time, at least, I did not scorn her advice.
SH	Off I set to him, and after much chaffering I got our stones at [NAME] 1000 apiece.
SH	“They have, however, allowed me a policeman, who may remain in the house with me.”
SH	[NAME] chuckled heartily.
SH	Perhaps you have yourself formed some opinion?”
SH	“This gentleman was not one of your wife’s friends?”
SH	She was a nonentity.
SH	A man had waited outside the window; someone had brought the gems; the deed had been overseen by your son; he had pursued the thief; had struggled with him; they had each tugged at the coronet, their united strength causing injuries which neither alone could have effected.
SH	Will you not wait and breakfast?”
SH	“Now, it is a fact, gentlemen, as you may see for yourselves, that my hair is of a very full and rich tint, so that it seemed to me that if there was to be any competition in the matter I stood as good a chance as any man that I had ever met.
SH	[NAME] unlocked his strong-box and held up the blue carbuncle, which shone out like a star, with a cold, brilliant, many-pointed radiance.
SH	There is [NAME]’s, the tobacconist, the little newspaper shop, the [NAME] branch of the [NAME] and [NAME] [NAME], the [NAME] [NAME], and [NAME]’s carriage-building depot.
SH	The centre door was closed, and across the outside of it had been fastened one of the broad bars of an iron bed, padlocked at one end to a ring in the wall, and fastened at the other with stout cord.
SH	She raised her veil as she spoke, and we could see that she was indeed in a pitiable state of agitation, her face all drawn and grey, with restless frightened eyes, like those of some hunted animal.
SH	“Oh, if you say so, [NAME] [NAME], it is all right,” said the stranger with deference.
SH	Of course, I did not mind you so much, as you are not connected with the official police, but it is not pleasant to have a family misfortune like this noised abroad.
SH	“Look there!” said he.
SH	“I have come for advice.”
SH	As I stood in the passage gazing at the sinister door and wondering what secret it might veil, I suddenly heard the sound of steps within the room and saw a shadow pass backward and forward against the little slit of dim light which shone out from under the door.
SH	The summons was a brief and urgent one.
SH	You would certainly have been burned, had you lived a few centuries ago.
SH	“I have been beaten four times—three times by men, and once by a woman.”
SH	Pray proceed with your statement.”
SH	“There are none.”
SH	We shall soon see how he managed it.”
SH	[NAME] drove in silence, with his head sunk upon his breast, and the air of a man who is lost in thought, while I sat beside him, curious to learn what this new quest might be which seemed to tax his powers so sorely, and yet afraid to break in upon the current of his thoughts.
SH	The name was indeed well known to us as belonging to the senior partner in the second largest private banking concern in the [NAME] of [NAME].
SH	“Not at all.
SH	All my medical instincts rose up against that laugh.
SH	Every day, from nine in the morning until four in the afternoon, I waited in my little den, until at last my heart began to sink, and I came to believe that I should never have any practice at all.
SH	Both he and the [NAME] stoutly swore that no one else had been in the front room during the afternoon.
SH	But the creature flapped and struggled, and out came my sister to know what was the matter.
SH	“What do you make of that?” asked [NAME].
SH	His manner was brisk, and yet his general appearance gave an undue impression of age, for he had a slight forward stoop and a little bend of the knees as he walked.
SH	Do you see?’
SH	She writhed as one who is in terrible pain, and her limbs were dreadfully convulsed.
SH	I do not know whether he was seized with compunction at that moment for the part he was playing, but I know that I never felt more heartily ashamed of myself in my life than when I saw the beautiful creature against whom I was conspiring, or the grace and kindliness with which she waited upon the injured man.
SH	‘You will, however, I am sure, excuse me for taking an obvious precaution.’
SH	“I think, [NAME] [NAME], that we had better go in without you.
SH	Known to have been employed in an office in [NAME] [NAME].
SH	A jagged stone was lying among the moss, and this also he carefully examined and retained.
SH	“Look here, [NAME],” he said when the cloth was cleared “just sit down in this chair and let me preach to you for a little.
SH	“But the mystery?”
SH	“I shall try not to miss anything of importance.
SH	“At eight in the morning.
SH	[NAME] [NAME] was transformed when he was hot upon such a scent as this.
SH	I could not hear a sound, not even the drawing of a breath, and yet I knew that my companion sat open-eyed, within a few feet of me, in the same state of nervous tension in which I was myself.
SH	“Were they all fastened this morning?”
SH	Is it possible that even now, when I give you these results, you are unable to see how they are attained?”
SH	There will probably be some small unpleasantness.
SH	“Well, it was the beginning of ’84 when my father came to live at [NAME], and all went as well as possible with us until the [NAME] of ’85.
SH	But there is a cheetah and a baboon.”
SH	“Indirectly it may be of value, you know; you have only to put it into words to gain the reputation of being excellent company for the remainder of your existence.”
SH	“He is asleep,” said he.
SH	“‘For how long, may I ask, do you want this sum?’
SH	His grandfather was a royal duke, and he himself has been to [NAME] and [NAME].
SH	“At half wages, in fact.”  “Yes.”
SH	“I thought people would talk if I went to the [NAME].”
SH	“Well, it is not for me to judge you,” said [NAME] as the old man signed the statement which had been drawn out.
SH	To speak plainly, the matter implicates the great [NAME] of [NAME], hereditary kings of [NAME].”
SH	“That is well.
SH	That, however, was out of the question.
SH	Now keep your eyes open in this crowd for your friends of last night, though I very much fear that they are a good hundred miles off by now.”
SH	You said that you wished to see me here to avoid scandal.”
SH	“Well then,” said he, “my real name is [NAME] [NAME].”
SH	“Oh, we shall soon clear up all that,” said [NAME].
SH	“I wish you were all at the devil together.
SH	She kept talking of what we should do in our future lives.”
SH	In this I was asked to sit, and then [NAME] [NAME], walking up and down on the other side of the room, began to tell me a series of the funniest stories that I have ever listened to.
SH	“An elderly man, I presume?” said [NAME].
SH	I was already deeply interested in his inquiry, for, though it was surrounded by none of the grim and strange features which were associated with the two crimes which I have already recorded, still, the nature of the case and the exalted station of his client gave it a character of its own.
SH	“Good-morning, madam,” said [NAME] cheerily.
SH	“That is excellent.
SH	It was a labyrinth of an old house, with corridors, passages, narrow winding staircases, and little low doors, the thresholds of which were hollowed out by the generations who had crossed them.
SH	This gentleman, [NAME] [NAME], has been my partner and helper in many of my most successful cases, and I have no doubt that he will be of the utmost use to me in yours also.”
SH	“Your experience has been a most entertaining one,” remarked [NAME] as his client paused and refreshed his memory with a huge pinch of snuff.
SH	There it is, where the lady is walking.”
SH	“I have an inspector and two officers waiting at the front door.”
SH	It would of course instantly strike him that he must get rid of the tell-tale garments.
SH	Kindly tell us now all about your connection with [NAME] [NAME] [NAME].”
SH	Then [NAME] [NAME] began to call, for it was obvious that the matter should be pushed as far as it would go if a real effect were to be produced.
SH	“What on earth does this mean?”
SH	I asked with interest.
SH	“This aroused my curiosity, so when I went out for a walk in the grounds with my charge, I strolled round to the side from which I could see the windows of this part of the house.
SH	And now—and now I am myself a branded thief, without ever having touched the wealth for which I sold my character.
SH	Good-bye, and [NAME] help you in your undertaking.”
SH	“One other question,” said he.
SH	“[NAME], then.”
SH	The words fell quite distinctly upon my ear.
SH	This strange, wild story seemed to have come to us from amid the mad elements—blown in upon us like a sheet of sea-weed in a gale—and now to have been reabsorbed by them once more.
SH	“I’ll do better.
SH	The blow was struck from immediately behind, and yet was upon the left side.
SH	There was a long silence, during which [NAME] leaned his chin upon his hands and stared into the crackling fire.
SH	“And I feel dissatisfied.
SH	He seemed quite enthusiastic and rubbed his hands together in the most genial fashion.
SH	[NAME] chuckled and wriggled in his chair, as was his habit when in high spirits.
SH	[NAME] stuck his feet up on the corner of the mantelpiece and, leaning back with his hands in his pockets, began talking, rather to himself, as it seemed, than to us.
SH	As he glanced down the advertisement column, with his head thrust forward and the paper flattened out upon his knee, I took a good look at the man and endeavoured, after the fashion of my companion, to read the indications which might be presented by his dress or appearance.
SH	There was a double stream upon the stair, some going up in hope, and some coming back dejected; but we wedged in as well as we could and soon found ourselves in the office.”
SH	“Pray sit down on the sofa,” said [NAME] gently.
SH	His hand closed like a vice upon my wrist in his agitation.
SH	“Oh, yes; I sent him a couple of dozen.”
SH	Easier the other way, perhaps; and yet, had I the nerve to lie and look up at that deadly black shadow wavering down upon me?
SH	It seems to me, [NAME], that there is the making of a very pretty villain in you.
SH	The chances are that she would be as averse to its being seen by [NAME] [NAME] [NAME], as our client is to its coming to the eyes of his princess.
SH	As I have reason to believe, however, that the full facts have never been revealed to the general public, and as my friend [NAME] [NAME] had a considerable share in clearing the matter up, I feel that no memoir of him would be complete without some little sketch of this remarkable episode.
SH	No one is stirring yet, but I know where the stable-boy sleeps, and we shall soon have the trap out.”
SH	It would break their hearts.
SH	[NAME] nodded his head.
SH	“The ideal reasoner,” he remarked, “would, when he had once been shown a single fact in all its bearings, deduce from it not only all the chain of events which led up to it but also all the results which would follow from it.
SH	“But what other is there?” cried the banker with a gesture of despair.
SH	“It is due at [NAME] at 11:30.”
SH	My companion noiselessly closed the shutters, moved the lamp onto the table, and cast his eyes round the room.
SH	To me it has been exceptionally so.
SH	“They are coiners on a large scale, and have used the machine to form the amalgam which has taken the place of silver.”
SH	There was the case, and of course there was but one way out of it.
SH	A few country carts were stirring, bearing in vegetables to the metropolis, but the lines of villas on either side were as silent and lifeless as some city in a dream.
SH	“There was a little passage in front of me, unpapered and uncarpeted, which turned at a right angle at the farther end.
SH	Boots had then run down the lane, and another little smudge of blood showed that it was he who had been hurt.
SH	That is The [NAME], and beside that lamp sits a woman whose anxious ears have already, I have little doubt, caught the clink of our horse’s feet.”
SH	“That note only reached her yesterday,” said [NAME].
SH	This is my friend and colleague, [NAME] [NAME].
SH	Next day I was inclined to think that I had made a mistake, and by the day after I was sure of it.
SH	“‘Where have you put it?’ asked [NAME].
SH	“I was still balancing the matter in my mind when a hansom cab drove up to [NAME] [NAME], and a gentleman sprang out.
